Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","7","Claim The Lady (IRE)","3","McCullagh, N G","0","Harrington, Mrs John","4","78","116","4.50","33939","54",,"Acclamation","Always The Lady","Colt",,
"2019-06-20","20:20:00","Leopardstown","Ryans Cleaning Event Specialists Handicap","1m2f ","10",,"Good","9540","8","Left Handed","8","Clueless Hill (IRE)","4","Cleary, R P","0","Comer, Luke","5","66","116","6.50","7380604","288",,"Vocalised (USA)","Dancing Bandit (USA)","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","1","Beat The Breeze","2","Egan, John","0","Dow, S","8","0","131","28.00","9","14",,"Outstrip","Tranquil Flight","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","2","Broughtons Compass","2","Haynes, Joey","0","Hoad, M R","2","0","131","125.00","'0","21",,"Henrythenavigator (USA)","Sayrianna","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","3","Cherokee Mist (CAN)","2","Doyle, Brett","0","Appleby, Charlie","6","0","131","1.10","none",,,"City Zip (USA)","Forest Gamble (USA)","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","4","Harlequin","2","Muscutt, D","0","Dace, L A","5","0","131","40.00","none",,,"Swiss Spirit","Falcon In Flight","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","5","Indian Creak (IRE)","2","Dobbs, Pat","0","Channon, M R","4","0","131","3.33","82","17",,"Camacho","Ushindi (IRE)","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","6","Mungos Quest (IRE)","2","Mackay, Nicky","0","Dow, S","1","0","131","66.00","'06","12",,"Sir Prancealot (IRE)","Sheila Blige","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","7","Power Of Love","2","Cosgrave, Pat","0","Baker, George","9","0","131","100.00","'0","17",,"Paco Boy (IRE)","A Legacy Of Love (IRE)","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","8","Will To Win (GER)","2","Sousa, Silvestre De","0","Crisford, Simon","7","0","131","2.50","5","12",,"Showcasing","Win For Life (GER)","Colt",,
"2019-06-20","20:30:00","Lingfield","Injured Jockeys Fund Novice Stakes","6f ","6","Class 5","Standard","3752","9","Left Handed","9","Top Class Angel (IRE)","2","Ryan, Rossa","0","Hannon (Jnr), Richard","3","0","126","7.00","none",,,"Dark Angel (IRE)","Expensive Date","Filly",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","1","Sizing Tara","6","Cobden, Mr H","0","Tizzard, C L","0","105","166","2.50","67P3","39",,"Kayf Tara","As Was","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","2","Outcrop (IRE)","5","Hughes, Brian","0","Candlish, Jennie","0","102","163","3.00","'0313565","16",,"Rock Of Gibraltar (IRE)","Desert Sage","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","3","Cape Hideaway","7","Johns, Mr A","0","Vaughan, Tim","0","102","163","4.50","1420085","14",,"Mount Nelson","Amiata","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","4","Caveat Emptor (IRE)","6","Bowen, Mr S P","0","Rees, D A","0","99","160","11.00","880687","26",,"Arcadio (GER)","Castle Supreme (IRE)","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","5","Patsio (IRE)","11","Brace, Connor","5","Brace, D","0","93","154","12.00","'F03P8U5","13","Blnk","Moscow Society (USA)","Supreme Favour (IRE)","Gelding","D",
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","6","Highway Star (FR)","7","Morgan, Mr S A","7","Bowen, P","0","90","151","8.00","2P37206","14"," TT","Vision DEtat (FR)","Lyli Rose (FR)","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","7","Broke Away (IRE)","7","Wedge, Mr A","0","Dunn, Mrs Alex","0","79","140","6.00","'P706933","22",,"Stowaway","Not Broke Yet (IRE)","Mare",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","8","Richardofdoccombe (IRE)","13","Noonan, Mr D G","0","Haywood, Miss G G","0","79","140","22.00","324F957","105"," TT","Heron Island (IRE)","Strike Again (IRE)","Gelding",,
"2019-06-20","20:40:00","Ffos Las","Velindre Fundraising Handicap Hurdle","2m ","16","Class 4","Good To Soft","4094","9","Left Handed","9","Right Royals Day","10","Patrick, Mr Richard","3","Needham, J L","0","79","140","33.00","9340506","31"," TT","Beneficial","Just For A Laugh","Mare",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","1","One Cool Poet (IRE)","7","Slattery, A J","5","Smith, Matthew J","8","62","138","6.50","5923254","8","CkPc TT","Urban Poet (USA)","Oasis Star (IRE)","Gelding",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","2","Papal Count (IRE)","4","Leonard, Killian","3","OBrien, Richard John","4","62","138","5.50","807307","5","Vsor","Mastercraftsman (IRE)","Singing Bird (IRE)","Gelding",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","3","Time For Mabel (FR)","8","Coen, Ben M","5","OGrady, E J","6","62","138","3.00","6157513","14","CkPc","Soldier Of Fortune (IRE)","Athens Two O Four (USA)","Gelding","C",
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","4","Cache Queen (IRE)","4","Keane, C T","0","McGuinness, Adrian","5","60","136","10.00","'0090028","20","Blnk","Kodiac","Cache Creek (IRE)","Filly",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","5","Percy B Shelley","5","Hayes, C D","0","Mullins, Emmet","9","58","134","6.00","'0735681","22","Blnk","Archipenko (USA)","Oshiponga","Gelding",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","6","Universal Focus (GER)","6","Carroll, G F","0","OSullivan, Ross","3","56","132","5.50","2185867","16","Blnk","Intense Focus (USA)","Unquenchable (USA)","Gelding",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","7","Nobel Joshua (AUT)","3","Roche, L F","0","Hogan, Denis Gerard","7","68","130","9.00","'00836","7","CkPc","Joshua Tree (IRE)","Namat (IRE)","Gelding",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","8","New Vocation (IRE)","4","Manning, K J","0","Bolger, J S","1","53","129","8.00","6451403","30",,"Vocalised (USA)","Neophilia (IRE)","Filly",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","9","Sheilas Empire (IRE)","4","ODonoghue, C","0","Cromwell, Gavin Patrick","11","52","128","22.00","7269509","21",,"Holy Roman Emperor (IRE)","Silk Mascara (IRE)","Filly",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","10","Gloria Thrillo (IRE)","4","Farragher, Mr A J","7","Stafford, Paul","10","47","123","40.00","880787","16",,"Big Bad Bob (IRE)","Carbonia (IRE)","Filly",,
"2019-06-20","20:50:00","Leopardstown","Leopardstown Club 30 Handicap (45-70)","1m5f ","13",,"Good","5996","11","Left Handed","11","Ar Eagla Na Heagla","5","Crosse, Nathan","7","Casey, Francis","2","45","121","22.00","3039100","187",,"Trans Island","Touch Of Ivory (IRE)","Mare",,
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","1","Young Merlin (IRE)","3","Watson, Jason","0","Charlton, R","5","72","135","5.50","9556","47",,"Camelot","Zelloof (IRE)","Gelding",,
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","2","Natsovia","3","Currie, Nicola","0","Osborne, J A","4","71","134","7.00","'05215","96",,"Nathaniel (IRE)","So Belle","Filly","D",
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","3","Mondain","3","Norton, Francis","0","Johnston, M","3","70","133","2.25","63633","60",,"Dubawi (IRE)","Mondalay","Gelding",,
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","4","Fares Alpha (USA)","3","Fallon, Cieren","7","Botti, M","6","70","133","11.00","64449","49",,"Exchange Rate (USA)","Relampago Azul (USA)","Gelding",,
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","5","Sawasdee (IRE)","3","Sousa, Silvestre De","0","Balding, A M","2","68","131","1.75","735","35","CkPc","Shamardal (USA)","Beneventa","Colt",,
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","6","Twenty Years On","3","Marsh, Finley","3","Hughes, Richard","7","67","130","7.50","305717","6","CkPc","Rip Van Winkle (IRE)","Distinctive","Gelding","D",
"2019-06-20","21:00:00","Lingfield","Witheford Equine Barrier Trials 2nd July Handicap","1m4f ","12","Class 5","Standard","3752","6","Left Handed","7","Barbs Prince (IRE)","3",,"3","Williams, Ian","1","54","117","0.00","90709","18","CkPc","Casamento (IRE)","Bibury","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","1","Pink Eyed Pedro","8","Brace, Connor","5","Brace, D","0","110","166","8.50","3432613","20"," TT","Dr Massini (IRE)","Poachers Paddy (IRE)","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","2","Caro Des Flos (FR)","7","Grant, Mark","0","Smith, J S","0","110","166","11.00","10P0025","22",,"Tiger Groom","Royale Marie (FR)","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","3","Picture Painter (IRE)","6","Noonan, Mr D G","0","Pipe, D E","0","110","166","10.00","'P380243","22","Vsor TT","Zoffany (IRE)","Sisceal","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","4","Runasimi River","6","Scudamore, Tom","0","Mulholland, N P","0","109","165","22.00","191F46","22",,"Generous (IRE)","Zaffaranni (IRE)","Mare",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","5","Ballyellis (IRE)","6","Twiston-Davies, Mr S","0","Twiston-Davies, N A","0","107","163","10.00","5P47669","58",,"Shantou (USA)","Chalice Wells","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","6","Jane Lamb","6","Skelton, Harry","0","Skelton, Daniel","0","106","162","2.75","2325322","10"," TT","Haafhd","Lucinda Lamb","Mare",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","7","Blue N Yellow (IRE)","6","Burke, Mr J J","0","George, T R","0","102","158","6.50","1724313","19",,"Jeremy (USA)","Bluemamba (USA)","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","8","Sinakar (IRE)","8","Patrick, Mr Richard","3","Lee, Miss Kerry","0","102","158","6.50","25P0353","16","CkPc TT","Manduro (GER)","Siniyya (IRE)","Gelding","D",
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","9","Linguine (FR)","9",,"7","Williams, D L","0","100","156","0.00","762P543","22","CkPc","Linngari (IRE)","Amerissage (USA)","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","10","Champagne Chaser","9","Johns, Mr A","0","Vaughan, Tim","0","99","155","8.50","6390388","40","CkPc","Tobougg (IRE)","Champagne Lil","Gelding","D",
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","11","North Star Oscar (IRE)","5","Johnson, Richard","0","Greatrex, W J","0","94","150","9.00","427856","27","Hood","Oscar (IRE)","North Star Poly (IRE)","Gelding",,
"2019-06-20","21:10:00","Ffos Las","Velindre Cancer Charity Handicap Hurdle","2m4.5f ","20.5","Class 4","Good To Soft","4094","11","Left Handed","12","Layerthorpe (IRE)","7","Bowen, Mr S P","0","Hamer, Mrs D A","0","84","140","7.50","6505F52","364","CkPc","Vale Of York (IRE)","Strobinia (IRE)","Gelding",,

